WKT,fid,O,D,O_lat,O_lon,D_lat,D_lon,length,walkwidth,width,side,buile_MAX,build_ave,build_Min,katagawa,green,bridge,tunnel,crosswalk,roof,river,D/H,gradient,maxspeed,O_altitude,D_altitude,green_g,green_l
"MULTILINESTRING ((139.6359477 35.4459258,139.6359145 35.4457963))",2311,649,648,35.4459258,139.6359477,35.4457963,139.6359145,14.71,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,1,0,0.0,0.0,-0.0204,0.0,1.0,1.3,0.0,0.0
"MULTILINESTRING ((139.6367893 35.4453217,139.6378028 35.4447525,139.637865 35.4447201))",2313,654,652,35.4447201,139.63786499999998,35.4453217,139.6367893,118.20100000000001,6.0,33.0,1,30.0,30.0,30.0,2.0,2,0,0,0,0,0.0,1.1,-0.0025,0.0,0.9,1.2,0.0,1.0
"MULTILINESTRING ((139.637865 35.4447201,139.6379187 35.4446908,139.638837 35.4441662,139.638925 35.4441186,139.6389566 35.4441017))",2315,654,653,35.4447201,139.63786499999998,35.444101700000004,139.6389566,120.449,6.0,33.0,1,45.0,31.0,17.0,2.0,2,0,0,0,0,0.0,1.064516129,0.0,0.0,0.9,0.9,0.0,0.0
"MULTILINESTRING ((139.6389112 35.4440478,139.6389349 35.4440759,139.6389566 35.4441017))",2316,707,653,35.44404779999999,139.6389112,35.444101700000004,139.6389566,7.269,5.5,23.7,1,0.0,0.0,0.0,0.0,2,0,0,1,0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0
"MULTILINESTRING ((139.6374322 35.4488343,139.6374185 35.448807,139.6371208 35.4484237,139.637096 35.4483899))",2317,658,657,35.4488343,139.6374322,35.448389899999995,139.63709599999999,58.093999999999994,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0017,0.0,2.4,2.5,0.0,0.0
"MULTILINESTRING ((139.6377905 35.4493185,139.6377595 35.4492806,139.6374454 35.4488656,139.6374322 35.4488343))",2318,659,658,35.4493185,139.6377905,35.4488343,139.6374322,62.956,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.4,2.4,0.0,0.0
"MULTILINESTRING ((139.6381336 35.4430769,139.6388369 35.4439656,139.6389112 35.4440478))",2341,707,694,35.44404779999999,139.6389112,35.443076899999994,139.6381336,128.928,5.5,5.5,0,31.0,20.3,8.0,2.0,0,0,0,0,0,0.0,0.27049180300000003,-0.0039,0.0,0.9,1.4,0.0,0.0
"MULTILINESTRING ((139.6371857 35.4443588,139.6369853 35.4441293))",2348,724,706,35.44412929999999,139.63698530000002,35.44435880000001,139.63718569999997,31.318,6.5,17.0,1,40.0,39.7,39.7,1.0,2,0,0,0,0,0.0,0.428211587,-0.0032,0.0,1.0,1.1,0.0,0.0
"MULTILINESTRING ((139.6361269 35.4446182,139.6361826 35.4445865,139.6369438 35.4441529,139.6369853 35.4441293))",2357,725,724,35.4446182,139.63612690000002,35.44412929999999,139.63698530000002,94.88,5.0,5.0,0,42.0,29.9,9.0,2.0,0,0,0,0,0,0.0,0.167364017,0.0042,0.0,1.4,1.0,0.0,0.0
"MULTILINESTRING ((139.635682 35.4473125,139.6358436 35.4476033))",2363,728,15,35.4476033,139.6358436,35.4473125,139.635682,35.32800000000001,6.0,18.0,1,23.0,16.5,10.0,2.0,2,0,0,0,0,0.0,1.090909091,0.0028,0.0,0.9,0.8,0.0,0.0
"MULTILINESTRING ((139.6358436 35.4476033,139.6360062 35.447893))",2364,12,728,35.447893,139.6360062,35.4476033,139.6358436,35.269,6.0,18.0,1,28.0,15.0,4.0,2.0,2,0,0,0,0,0.0,1.2,0.0085,0.0,1.2,0.9,0.0,0.0
"MULTILINESTRING ((139.63662 35.4467904,139.6368199 35.4470609))",2365,729,16,35.4470609,139.6368199,35.4467904,139.63662,35.14,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0057,0.0,1.2,1.0,0.0,0.0
"MULTILINESTRING ((139.6368199 35.4470609,139.6370181 35.4473158))",2366,2,729,35.4473158,139.63701809999998,35.4470609,139.6368199,35.47,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0085,0.0,1.5,1.2,0.0,0.0
"MULTILINESTRING ((139.6358436 35.4476033,139.6368199 35.4470609))",2368,729,728,35.4470609,139.6368199,35.4476033,139.6358436,105.906,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0028,0.0,1.2,0.9,0.0,0.0
"MULTILINESTRING ((139.6368199 35.4470609,139.6378412 35.4464858))",2369,730,729,35.4464858,139.63784119999997,35.4470609,139.6368199,105.29700000000001,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0047,0.0,1.7,1.2,0.0,0.0
"MULTILINESTRING ((139.6378412 35.4464858,139.638886 35.4459065))",2370,731,730,35.4459065,139.638886,35.4464858,139.63784119999997,114.831,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0078,0.0,0.8,1.7,0.0,0.0
"MULTILINESTRING ((139.638886 35.4459065,139.6399402 35.4453157))",2371,732,731,35.4453157,139.63994019999998,35.4459065,139.638886,114.831,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0
"MULTILINESTRING ((139.638059 35.4467315,139.6378412 35.4464858))",2372,730,13,35.4464858,139.63784119999997,35.4467315,139.638059,33.065,5.5,17.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0091,0.0,1.7,1.4,0.0,0.0
"MULTILINESTRING ((139.6378412 35.4464858,139.6376047 35.4462247))",2373,17,730,35.4462247,139.63760469999997,35.4464858,139.63784119999997,36.047,5.5,17.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.0194,0.0,1.0,1.7,0.0,0.0
"MULTILINESTRING ((139.6390996 35.4461509,139.638886 35.4459065))",2374,731,113,35.4459065,139.638886,35.4461509,139.6390996,33.381,4.5,15.0,1,29.0,20.3,10.0,2.0,2,0,0,0,0,0.0,0.740740741,-0.009000000000000001,0.0,0.8,1.1,1.0,0.0
"MULTILINESTRING ((139.638886 35.4459065,139.6386639 35.4456488))",2375,112,731,35.445648799999994,139.63866389999998,35.4459065,139.638886,34.855,4.5,15.0,1,27.0,18.5,10.0,1.0,2,0,0,0,0,0.0,0.810810811,0.0029,0.0,0.9,0.8,1.0,0.0
"MULTILINESTRING ((139.6400763 35.4454783,139.6399402 35.4453157))",2376,732,41,35.4453157,139.63994019999998,35.4454783,139.6400763,21.938000000000002,4.5,22.5,1,38.0,29.0,22.0,1.0,2,0,0,0,0,0.0,0.7758620690000001,0.0046,0.0,0.8,0.7,0.0,0.0
"MULTILINESTRING ((139.6399402 35.4453157,139.6397238 35.4450464))",2377,9,732,35.44504640000001,139.6397238,35.4453157,139.63994019999998,35.674,4.5,22.5,1,31.0,28.5,26.0,1.0,2,0,0,0,0,0.0,0.7894736840000001,0.0,0.0,0.8,0.8,0.0,0.0
"MULTILINESTRING ((139.63521887 35.44653448,139.6360664 35.4460781))",2383,736,735,35.4460781,139.6360664,35.44653448,139.6352189,92.41,5.0,5.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0032,0.0,0.9,1.2,0.0,0.0
"MULTILINESTRING ((139.6360664 35.4460781,139.6370017 35.4455599))",2384,737,736,35.4455599,139.6370017,35.4460781,139.6360664,102.839,4.5,4.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0039,0.0,1.3,0.9,0.0,0.0
"MULTILINESTRING ((139.6370017 35.4455599,139.63806921 35.44497203))",2385,738,737,35.44497203,139.6380692,35.4455599,139.6370017,116.896,6.5,6.5,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0034,0.0,0.9,1.3,0.0,0.0
"MULTILINESTRING ((139.6353657 35.4467721,139.63521887 35.44653448))",2386,735,107,35.44653448,139.6352189,35.446772100000004,139.6353657,29.590999999999998,6.0,18.0,1,28.0,21.7,12.0,2.0,2,0,0,0,0,0.0,0.8307692309999999,0.0,0.0,1.2,1.2,0.0,0.0
"MULTILINESTRING ((139.63521887 35.44653448,139.6350535 35.4462722))",2387,621,735,35.44627220000001,139.6350535,35.44653448,139.6352189,32.814,6.0,18.0,1,31.0,22.0,13.0,2.0,2,0,0,0,0,0.0,0.818181818,0.0,0.0,1.2,1.2,0.0,0.0
"MULTILINESTRING ((139.6362462 35.4462925,139.6360664 35.4460781))",2388,736,108,35.4460781,139.6360664,35.4462925,139.6362462,28.826,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.0035,0.0,0.9,1.0,0.0,0.0
"MULTILINESTRING ((139.6360664 35.4460781,139.6359477 35.4459258))",2389,649,736,35.4459258,139.6359477,35.4460781,139.6360664,20.069000000000003,8.5,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.005,0.0,1.0,0.9,0.0,0.0
"MULTILINESTRING ((139.6371917 35.4457669,139.6370017 35.4455599))",2390,737,72,35.4455599,139.6370017,35.4457669,139.6371917,28.625,5.5,17.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.0035,0.0,1.3,1.4,0.0,0.0
"MULTILINESTRING ((139.6370017 35.4455599,139.6367893 35.4453217))",2391,652,737,35.4453217,139.6367893,35.4455599,139.6370017,32.688,5.5,17.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.0031,0.0,1.2,1.3,0.0,0.0
"MULTILINESTRING ((139.6382499 35.4451782,139.63806921 35.44497203))",2392,738,109,35.44497203,139.6380692,35.4451782,139.6382499,27.995,4.5,15.0,1,45.0,25.0,10.0,2.0,2,0,0,0,0,0.0,0.6,0.0,0.0,0.9,0.9,1.0,0.0
"MULTILINESTRING ((139.63806921 35.44497203,139.637865 35.4447201))",2393,654,738,35.4447201,139.63786499999998,35.44497203,139.6380692,33.769,5.0,16.0,1,45.0,39.0,33.0,2.0,2,0,0,0,0,0.0,0.41025641,0.0,0.0,0.9,0.9,1.0,0.0
"MULTILINESTRING ((139.6350275 35.4462183,139.6348605 35.4459879))",2394,739,37,35.4459879,139.6348605,35.4462183,139.63502749999998,29.646,10.5,37.0,2,76.0,43.8,31.0,2.0,2,0,0,0,0,0.0,0.845714286,0.0,0.0,1.2,1.2,0.0,0.0
"MULTILINESTRING ((139.6348605 35.4459879,139.634685 35.4457588))",2395,305,739,35.4457588,139.63468500000002,35.4459879,139.6348605,30.0,10.5,37.0,2,76.0,43.8,31.0,2.0,2,0,0,0,0,0.0,0.845714286,0.0167,0.0,1.7,1.2,0.0,0.0
"MULTILINESTRING ((139.6357839 35.4457953,139.6356024 35.4455716))",2396,740,647,35.4455716,139.6356024,35.4457953,139.6357839,30.0,5.0,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,-0.01,0.0,1.0,1.3,0.0,0.0
"MULTILINESTRING ((139.6356024 35.4455716,139.6354147 35.4453537))",2397,304,740,35.4453537,139.63541469999998,35.4455716,139.6356024,28.39,5.0,24.0,1,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0106,0.0,1.3,1.0,0.0,0.0
"MULTILINESTRING ((139.6348605 35.4459879,139.6356024 35.4455716))",2398,740,739,35.4455716,139.6356024,35.4459879,139.6348605,80.0,2.5,7.5,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0025,0.0,1.0,1.2,0.0,0.0
